Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Organization Description,Organization Industries,Organization Website,Lead Investors,Investor Names
Series A - Predoc,https://www.crunchbase.com/funding_round/memr-health-series-a--afe99de5,Predoc,https://www.crunchbase.com/organization/memr-health,Series A,30000000,USD,30000000,2025-09-02,Predoc provides an AI-native platform for medical record retrieval and analysis and health information management.,"Analytics, Artificial Intelligence (AI), Electronic Health Record (EHR), Health Care, Medical",https://www.predoc.ai,Base 10 Ventures,"(ERA) Entrepreneurs Roundtable Accelerator, Base 10 Ventures, Eniac Ventures, Northzone"
Seed Round - Merciv,https://www.crunchbase.com/funding_round/merciv-seed--759c8094,Merciv,https://www.crunchbase.com/organization/merciv,Seed,14000000,USD,14000000,2025-09-15,Merciv is a technology company that combines AI and human insight to help businesses observe and act upon relevant signals in their data.,"Artificial Intelligence (AI), Business Intelligence, Retail Technology, SaaS, Supply Chain Management",https://www.merciv.com,AI x IA,AI x IA
Seed Round - Doorstep AI,https://www.crunchbase.com/funding_round/doorstep-ai-seed--d5108c3a,Doorstep AI,https://www.crunchbase.com/organization/doorstep-ai,Seed,8000000,USD,8000000,2025-09-25,Doorstep AI is an artificial intelligence company that provides centimeter precise delivery drop-off location accuracy.,"Artificial Intelligence (AI), B2B, Delivery",https://www.doorstep.ai/,Canaan Partners,"Antler, Canaan Partners, CASSIUS, Cercano Management, Sean Henry"
Seed Round - Capybobo,https://www.crunchbase.com/funding_round/capybobo-seed--37027e02,Capybobo,https://www.crunchbase.com/organization/capybobo,Seed,8000000,USD,8000000,2025-10-30,"Capybobo is a Web3 art toy and gaming project that merges digital collectibles, NFTs, and physical merchandise.","Cryptocurrency, Gaming, Non-Fungible Token (NFT), Toys, Web3",https://capybobo.io/,Pluto.Vision,"Animoca Brands, Folius Ventures, HashKey Capital, Mirana, Pluto.Vision, YZi Labs"
Seed Round - DataJoint,https://www.crunchbase.com/funding_round/vathes-llc-seed--978adf51,DataJoint,https://www.crunchbase.com/organization/vathes-llc,Seed,4900000,USD,4900000,2025-09-30,DataJoint makes science reproducible -- and productive. Our platform operates computational pipelines and automates data governance.,"Analytics, Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning",https://datajoint.com,"Capital Factory, Inoca Capital, Nina Capital","Capital Factory, Inoca Capital, Nina Capital"
Series B - Goals,https://www.crunchbase.com/funding_round/goals-japan-series-b--1c81b479,Goals,https://www.crunchbase.com/organization/goals-japan,Series B,1330000000,JPY,9023128,2025-08-06,"Goals specializes in development, sales and operational support for cloud services for food service companies.","Artificial Intelligence (AI), Food and Beverage, Supply Chain Management",https://goals.co.jp,,"All Star SAAS Fund, Angel Bridge, Mizuho Capital, Serverworks, World Innovation Lab"
Series B - Reexen Technology,https://www.crunchbase.com/funding_round/reexen-technology-series-b--def7d318,Reexen Technology,https://www.crunchbase.com/organization/reexen-technology,Series B,100000000,CNY,14021018,2025-09-24,Reexen specializes in cutting-edge research and development of high-end neural network processor for sensor-end applications.,"Artificial Intelligence (AI), Big Data, Information Technology, Software",http://www.reexen.ch/,,"Gaoshan Xinyu, Hua Capital, Inno-Chip, MiraclePlus, Ningbo Zhenhai Hanyun Equity Investment, Waniu Capital"
Seed Round - Pascal AI Labs,https://www.crunchbase.com/funding_round/pascal-ai-seed--e23142ef,Pascal AI Labs,https://www.crunchbase.com/organization/pascal-ai,Seed,3100000,USD,3100000,2025-09-15,"Pascal AI analyzes millions of financial data points, uncover market patterns, and generate actionable investment insights.","Artificial Intelligence (AI), Information Technology",https://pascalailabs.com/,Kalaari Capital,"Antler, Info Edge ventures, Kalaari Capital, Norwest"
Series A - Teton,https://www.crunchbase.com/funding_round/teton-ai-series-a--7643bbcb,Teton,https://www.crunchbase.com/organization/teton-ai,Series A,20000000,USD,20000000,2025-09-09,Building the ultimate AI nurse companion,"Artificial Intelligence (AI), Health Care, Information Technology, Software",https://www.teton.ai/,Plural Platform,"Antler Elevate, Bertelsmann Investments, Nebular, Plural Platform, PSV Tech"
Series A - Collate,https://www.crunchbase.com/funding_round/collate-series-a--c7f0e949,Collate,https://www.crunchbase.com/organization/collate,Series A,10000000,USD,10000000,2025-07-15,Collate is an AI-powered platform for agentic data intelligence that automates processes and fosters collaboration among data teams.,"Artificial Intelligence (AI), Data Governance, Data Management, Generative AI",https://www.getcollate.io,Venrock,"Eudemian Ventures, Karman Ventures, Unusual Ventures, Venrock"
Seed Round - CoConstruct AI,https://www.crunchbase.com/funding_round/coconstruct-ai-seed--44c1fa98,CoConstruct AI,https://www.crunchbase.com/organization/coconstruct-ai,Seed,3140000,USD,3140000,2025-08-05,"AI platform that forecasts schedule risk for construction projects, ranks critical activities, and quantifies mitigation impact.","Artificial Intelligence (AI), Construction, Enterprise Software, Predictive Analytics, Risk Management, SaaS",https://www.coconstructai.com/,,"Blackhorn Ventures, Trimble Ventures, Zigg Capital"
Series A - Zip Security,https://www.crunchbase.com/funding_round/zip-security-07c3-series-a--9bd28831,Zip Security,https://www.crunchbase.com/organization/zip-security-07c3,Series A,13500000,USD,13500000,2025-07-14,Zip Security delivers an AI-driven cybersecurity and compliance platform for security and IT automation for small and mid-sized enterprises.,"Artificial Intelligence (AI), Cyber Security, Network Security, Security",https://www.zipsec.com,Ballistic Ventures,"Ballistic Ventures, BoxGroup, General Catalyst, Human Capital, MANTIS Venture Capital, Silver Buckshot Ventures"
Series A - Metaforms,https://www.crunchbase.com/funding_round/metaforms-3325-series-a--645209d9,Metaforms,https://www.crunchbase.com/organization/metaforms-3325,Series A,9000000,USD,9000000,2025-07-31,Metaforms makes market research firms more efficient and increases their revenue.,"Artificial Intelligence (AI), Gamification, Generative AI, Information Technology, Internet, Natural Language Processing",https://www.metaforms.ai,Peak XV Partners,"Nexus Venture Partners, Peak XV Partners, Together Fund"
Series A - Tako,https://www.crunchbase.com/funding_round/tako-ff3f-series-a--b9382bbf,Tako,https://www.crunchbase.com/organization/tako-ff3f,Series A,100000000,BRL,17931109,2025-07-30,Tako is an incredibly automated payroll and HR Software.,"Artificial Intelligence (AI), Human Resources, SaaS, Software",https://www.usetako.com/,"Andreessen Horowitz, Ribbit Capital","Andreessen Horowitz, ONEVC, Ribbit Capital"
Series A - Develop Health,https://www.crunchbase.com/funding_round/develop-health-series-a--d21c39e2,Develop Health,https://www.crunchbase.com/organization/develop-health,Series A,17619500,USD,17619500,2025-08-20,"Develop Health offers an AI medication access solution with tools for prior authorization, benefit verification, and clinical eligibility.","Artificial Intelligence (AI), Health Care, Pharmaceutical, Software",https://develophealth.io,Wing Venture Capital,"Afore Capital, J Ventures, South Park Commons, Wing Venture Capital"
Seed Round - NewDays,https://www.crunchbase.com/funding_round/newdays-seed--0a4e8b96,NewDays,https://www.crunchbase.com/organization/newdays,Seed,11500000,USD,11500000,2025-09-03,NewDays is an AI company delivering cognitive health treatment.,"Artificial Intelligence (AI), Health Care, Telehealth",https://www.newdays.ai,"General Catalyst, Madrona","General Catalyst, Madrona"
Seed Round - Lava,https://www.crunchbase.com/funding_round/lava-9bcc-seed--8c4b0db9,Lava,https://www.crunchbase.com/organization/lava-9bcc,Seed,5800000,USD,5800000,2025-08-06,Lava is the credit and wallet infrastructure that enables the internet to finance artificial intelligence.,"Artificial Intelligence (AI), Information Technology, Internet",https://www.lavapayments.com,Lerer Hippeau,"Harlem Capital, Lerer Hippeau, Streamlined, Westbound Equity Partners"
Seed Round - GEVI,https://www.crunchbase.com/funding_round/gevi-seed--1f72d404,GEVI,https://www.crunchbase.com/organization/gevi,Seed,2700000,EUR,3134098,2025-10-14,GEVI designs and builds Vertical Axis Wind Turbines controlled by Artificial Intelligence.,"Artificial Intelligence (AI), Industrial Design, Micro Lending, Wind Energy",https://www.geviwind.com,"360 Capital, CDP Venture Capital","360 Capital, CDP Venture Capital, NextSTEP One"
Series A - FleetWorks Technology,https://www.crunchbase.com/funding_round/fleetworks-cd1a-series-a--2b5a2c75,FleetWorks Technology,https://www.crunchbase.com/organization/fleetworks-cd1a,Series A,17000000,USD,17000000,2025-10-10,FleetWorks is a logistics management platform that uses AI to automate manual freight brokerage operations.,"Artificial Intelligence (AI), Freight Service, Logistics",https://fleetworks.ai,First Round Capital,"First Round Capital, LFX Venture Partners, Saga Ventures, Y Combinator"
Seed Round - Bonsai Health,https://www.crunchbase.com/funding_round/bonsai-health-seed--7d50ff18,Bonsai Health,https://www.crunchbase.com/organization/bonsai-health,Seed,7000000,USD,7000000,2025-09-25,Bonsai Health is an AI-led healthcare firm that helps in reducing the workloads of staffs and provide better patient outcome.,"Artificial Intelligence (AI), Biotechnology, Health Care",https://www.bonsaihealth.com/,"Bonfire Ventures, Wonder Ventures","Bonfire Ventures, Wonder Ventures"
Series A - Raion Robotics,https://www.crunchbase.com/funding_round/raion-robotics-series-a--f2858f25,Raion Robotics,https://www.crunchbase.com/organization/raion-robotics,Series A,23000000000,KRW,16657742,2025-09-16,Raion Robotics manufactures walking robots for industrial use.,"Artificial Intelligence (AI), Manufacturing, Robotics",https://raionrobotics.com,,"Company K Partners, FuturePlay, IBK Venture Investment, Industrial Bank of Korea, KDB Capital, SBVA"
Series A - Manifold Labs,https://www.crunchbase.com/funding_round/manifold-labs-series-a--974fb74d,Manifold Labs,https://www.crunchbase.com/organization/manifold-labs,Series A,10500000,USD,10500000,2025-07-30,Manifold Labs is a decentralized AI infrastructure company.,"Artificial Intelligence (AI), Decentralized Finance (DeFi), Robotics",https://www.manifold.inc/,OSS Capital L.P.,"Ala Shaabana, Digital Currency Group, Jacob Robert Steeves, Logan Kilpatrick, OSS Capital L.P., Ram Shriram, Tobias Lütke, Zachary Smith"
Series A - Kertos,https://www.crunchbase.com/funding_round/kertos-series-a--ac3c4759,Kertos,https://www.crunchbase.com/organization/kertos,Series A,14000000,EUR,16600207,2025-09-17,Kertos is a software company based in Europe that develops and provides a holistic compliance and privacy platform.,"Artificial Intelligence (AI), Compliance, Legal Tech, Machine Learning, Privacy, Software",https://kertos.io,Portage Ventures,"10x Founders, Pi Labs, Portage Ventures, Redstone.VC, seed + speed Ventures"
Seed Round - Geordie AI,https://www.crunchbase.com/funding_round/geordie-ai-seed--5045038a,Geordie AI,https://www.crunchbase.com/organization/geordie-ai,Seed,6500000,USD,6500000,2025-09-09,Geordie AI is a cybersecurity startup.,"Artificial Intelligence (AI), Cyber Security, Real Time",https://www.geordie.ai/,"General Catalyst, Ten Eleven Ventures","AlphaGraph, General Catalyst, Step Function Ventures, Ten Eleven Ventures"
Seed Round - Supersonik,https://www.crunchbase.com/funding_round/supersonik-seed--6615c1ce,Supersonik,https://www.crunchbase.com/organization/supersonik,Seed,4200000,EUR,4898016,2025-09-03,Supersonik provides an AI-powered platform for SaaS companies to offer 24/7 interactive product demos.,"Artificial Intelligence (AI), SaaS",https://supersonik.ai,Andreessen Horowitz,Andreessen Horowitz
Seed Round - JotPsych,https://www.crunchbase.com/funding_round/jotpsych-seed--42763250,JotPsych,https://www.crunchbase.com/organization/jotpsych,Seed,5000000,USD,5000000,2025-07-29,"JotPsych provides AI-driven medical documentation for behavioral health, focusing on accurate, HIPAA-compliant notes.","Artificial Intelligence (AI), Document Preparation, Health Care, Therapeutics",https://www.jotpsych.com,Base10 Partners,Base10 Partners
Seed Round - OptiCore,https://www.crunchbase.com/funding_round/opticore-seed--d5e7958d,OptiCore,https://www.crunchbase.com/organization/opticore,Seed,7500000,USD,7500000,2025-09-10,OptiCore is as photonic computing company developing optical processing units (OPUs),"Artificial Intelligence (AI), Cloud Computing, Information Technology, Software",https://www.opticore.ai/,"Jetha Global, Origin Ventures","Alex Turnbull, Jetha Global, Neotribe Ventures, Origin Ventures, Thunderbolt Ventures"
Seed Round - Phoebe,https://www.crunchbase.com/funding_round/phoebe-7e39-seed--83682dc9,Phoebe,https://www.crunchbase.com/organization/phoebe-7e39,Seed,17000000,USD,17000000,2025-08-20,Phoebe is an agentic search tool for tech tack data.,"Artificial Intelligence (AI), Information Technology, Software",https://phoebe.ai/,"Cherry Ventures, Google Ventures","Cherry Ventures, Google Ventures"
Seed Round - Newton AI,https://www.crunchbase.com/funding_round/newton-ai-seed--cd1eff9d,Newton AI,https://www.crunchbase.com/organization/newton-ai,Seed,3800000,USD,3800000,2025-10-22,"Newton AI is an AI-powered dental workflow automation platform that helps practices modernize patient engagement, reduce front desk burden.","Artificial Intelligence (AI), Data Center Automation, Dental, Health Care, Hospital",https://joinnewton.com/,,"Bo Jiang, David Parker, Phosphor Capital, Transpose Platform Management, TwentyTwo VC, Y Combinator"
Seed Round - Reo.Dev,https://www.crunchbase.com/funding_round/reo-dev-seed--37d863bc,Reo.Dev,https://www.crunchbase.com/organization/reo-dev,Seed,4000000,USD,4000000,2025-10-08,Reo.Dev is a modern growth stack for developer focused companies.,"Artificial Intelligence (AI), Developer Tools, Marketing, Sales Automation",https://www.reo.dev/,Heavybit,"Foster Ventures, Heavybit, India Quotient"
Seed Round - Lyra,https://www.crunchbase.com/funding_round/lyra-4da1-seed--4de3bbd7,Lyra,https://www.crunchbase.com/organization/lyra-4da1,Seed,6000000,USD,6000000,2025-07-24,AI-Native Zoom For Revenue Teams,"Artificial Intelligence (AI), Software",https://lyra.so/,468 Capital,"468 Capital, Pioneer Fund, Rebel Fund, Transpose Platform Management, Y Combinator"
Series A - Teleskope,https://www.crunchbase.com/funding_round/teleskope-c1a4-series-a--3b3e442d,Teleskope,https://www.crunchbase.com/organization/teleskope-c1a4,Series A,25000000,USD,25000000,2025-11-03,"Teleskope provides a data protection platform that automates data security, privacy, and compliance across organizational environments.","Artificial Intelligence (AI), Compliance, Security, Software",https://www.teleskope.ai,M13,"Lerer Hippeau, M13, Primary Venture Partners"
